TambonThai,TambonEng,TambonThaiShort,TambonEngShort,DistrictThai,DistrictEng,DistrictThaiShort,DistrictEngShort,ProvinceThai,ProvinceEng,PostCodeMain
ราษฎร์พัฒนา,Rat Phatthana,ราษฎร์พัฒนา,Rat Phatthana,อำเภอพยัคฆภูมิพิสัย,Amphoe Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,มหาสารคาม,Maha Sarakham,44110
เมืองเสือ,Mueang Suea,เมืองเสือ,Mueang Suea,อำเภอพยัคฆภูมิพิสัย,Amphoe Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,มหาสารคาม,Maha Sarakham,44110
ภารแอ่น,Phan Aen,ภารแอ่น,Phan Aen,อำเภอพยัคฆภูมิพิสัย,Amphoe Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,Phayakkhaphum Phisai,มหาสารคาม,Maha Sarakham,44110
หนองแสง,Nong Saeng,หนองแสง,Nong Saeng,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
ขามป้อม,Kham Pom,ขามป้อม,Kham Pom,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
เสือโก้ก,Suea Kok,เสือโก้ก,Suea Kok,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
ดงใหญ่,Dong Yai,ดงใหญ่,Dong Yai,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
โพธิ์ชัย,Pho Chai,โพธิ์ชัย,Pho Chai,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
หัวเรือ,Hua Ruea,หัวเรือ,Hua Ruea,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
แคน,Khaen,แคน,Khaen,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
งัวบา,Ngua Ba,งัวบา,Ngua Ba,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
นาข่า,Na Kha,นาข่า,Na Kha,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
บ้านหวาย,Ban Wai,บ้านหวาย,Ban Wai,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
หนองไฮ,Nong Hai,หนองไฮ,Nong Hai,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
ประชาพัฒนา,Pracha Phatthana,ประชาพัฒนา,Pracha Phatthana,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
หนองทุ่ม,Nong Thum,หนองทุ่ม,Nong Thum,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
หนองแสน,Nong Saen,หนองแสน,Nong Saen,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
โคกสีทองหลาง,Khok Si Thonglang,โคกสีทองหลาง,Khok Si Thonglang,อำเภอวาปีปทุม,Amphoe Wapi Pathum,วาปีปทุม,Wapi Pathum,มหาสารคาม,Maha Sarakham,44120
นาดูน,Na Dun,นาดูน,Na Dun,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
หนองไผ่,Nong Phai,หนองไผ่,Nong Phai,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
หนองคู,Nong Khu,หนองคู,Nong Khu,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
ดงบัง,Dong Bang,ดงบัง,Dong Bang,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
ดงดวน,Dong Duan,ดงดวน,Dong Duan,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
หัวดง,Hua Dong,หัวดง,Hua Dong,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
ดงยาง,Dong Yang,ดงยาง,Dong Yang,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
กู่สันตรัตน์,Ku Santarat,กู่สันตรัตน์,Ku Santarat,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
พระธาตุ,Phra That,พระธาตุ,Phra That,อำเภอนาดูน,Amphoe Na Dun,นาดูน,Na Dun,มหาสารคาม,Maha Sarakham,44180
ยางสีสุราช,Yang Si Surat,ยางสีสุราช,Yang Si Surat,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
นาภู,Na Phu,นาภู,Na Phu,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
แวงดง,Waeng Dong,แวงดง,Waeng Dong,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
บ้านกู่,Ban Ku,บ้านกู่,Ban Ku,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
ดงเมือง,Dong Mueang,ดงเมือง,Dong Mueang,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
สร้างแซ่ง,Sang Saeng,สร้างแซ่ง,Sang Saeng,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
หนองบัวสันตุ,Nong Bua Santu,หนองบัวสันตุ,Nong Bua Santu,อำเภอยางสีสุราช,Amphoe Yang Si Surat,ยางสีสุราช,Yang Si Surat,มหาสารคาม,Maha Sarakham,44210
กุดรัง,Kut Rang,กุดรัง,Kut Rang,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,44130
นาโพธิ์,Na Pho,นาโพธิ์,Na Pho,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,44130
เลิงแฝก,Loeng Faek,เลิงแฝก,Loeng Faek,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,44130
หนองแวง,Nong Waeng,หนองแวง,Nong Waeng,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,44130
ห้วยเตย,Huai Toei,ห้วยเตย,Huai Toei,อำเภอกุดรัง,Amphoe Kut Rang,กุดรัง,Kut Rang,มหาสารคาม,Maha Sarakham,44130
ชื่นชม,Chuen Chom,ชื่นชม,Chuen Chom,อำเภอชื่นชม,Amphoe Chuen Chom,ชื่นชม,Chuen Chom,มหาสารคาม,Maha Sarakham,44160
กุดปลาดุก,Kut Pla Duk,กุดปลาดุก,Kut Pla Duk,อำเภอชื่นชม,Amphoe Chuen Chom,ชื่นชม,Chuen Chom,มหาสารคาม,Maha Sarakham,44160
เหล่าดอกไม้,Lao Dok Mai,เหล่าดอกไม้,Lao Dok Mai,อำเภอชื่นชม,Amphoe Chuen Chom,ชื่นชม,Chuen Chom,มหาสารคาม,Maha Sarakham,44160
หนองกุง,Nong Kung,หนองกุง,Nong Kung,อำเภอชื่นชม,Amphoe Chuen Chom,ชื่นชม,Chuen Chom,มหาสารคาม,Maha Sarakham,44160
ในเมือง,Nai Mueang,ในเมือง,Nai Mueang,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
รอบเมือง,Rop Mueang,รอบเมือง,Rop Mueang,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
เหนือเมือง,Nuea Mueang,เหนือเมือง,Nuea Mueang,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
ขอนแก่น,Khon Kaen,ขอนแก่น,Khon Kaen,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
นาโพธิ์,Na Pho,นาโพธิ์,Na Pho,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
สะอาดสมบูรณ์,Sa-at Sombun,สะอาดสมบูรณ์,Sa-at Sombun,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
สีแก้ว,Si Kaeo,สีแก้ว,Si Kaeo,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
ปอภาร,Po Phan,ปอภาร,Po Phan,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
โนนรัง,Non Rang,โนนรัง,Non Rang,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
หนองแก้ว,Nong Kaeo,หนองแก้ว,Nong Kaeo,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
หนองแวง,Nong Waeng,หนองแวง,Nong Waeng,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
ดงลาน,Dong Lan,ดงลาน,Dong Lan,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
แคนใหญ่,Khaen Yai,แคนใหญ่,Khaen Yai,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
โนนตาล,Non Tan,โนนตาล,Non Tan,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
เมืองทอง,Mueang Thong,เมืองทอง,Mueang Thong,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,เมืองร้อยเอ็ด,Mueang Roi Et,ร้อยเอ็ด,Roi Et,45000
เกษตรวิสัย,Kaset Wisai,เกษตรวิสัย,Kaset Wisai,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
เมืองบัว,Mueang Bua,เมืองบัว,Mueang Bua,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
เหล่าหลวง,Lao Luang,เหล่าหลวง,Lao Luang,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
สิงห์โคก,Sing Khok,สิงห์โคก,Sing Khok,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
ดงครั่งใหญ่,Dong Khrang Yai,ดงครั่งใหญ่,Dong Khrang Yai,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
บ้านฝาง,Ban Fang,บ้านฝาง,Ban Fang,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
หนองแวง,Nong Waeng,หนองแวง,Nong Waeng,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
กำแพง,Kamphaeng,กำแพง,Kamphaeng,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
กู่กาสิงห์,Ku Ka Sing,กู่กาสิงห์,Ku Ka Sing,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
น้ำอ้อม,Nam Om,น้ำอ้อม,Nam Om,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
โนนสว่าง,Non Sawang,โนนสว่าง,Non Sawang,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
ทุ่งทอง,Thung Thong,ทุ่งทอง,Thung Thong,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
ดงครั่งน้อย,Dong Khrang Noi,ดงครั่งน้อย,Dong Khrang Noi,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,เกษตรวิสัย,Kaset Wisai,ร้อยเอ็ด,Roi Et,45150
